name,x,z,height
grid,304.0000,336.0000,-6.000000
grid,320.0000,336.0000,-6.000000
grid,336.0000,336.0000,-5.862811
grid,352.0000,336.0000,3.614971
grid,368.0000,336.0000,7.629808
grid,384.0000,336.0000,7.536748
grid,400.0000,336.0000,7.127621
grid,416.0000,336.0000,-4.877754
grid,432.0000,336.0000,-6.000000
grid,448.0000,336.0000,-6.000000
grid,464.0000,336.0000,-6.000000
grid,480.0000,336.0000,-6.000000
grid,496.0000,336.0000,-6.000000
grid,512.0000,336.0000,-6.000000
grid,0.0000,352.0000,-6.000000
grid,16.0000,352.0000,-6.000000
grid,32.0000,352.0000,-6.000000
grid,48.0000,352.0000,-6.000000
grid,64.0000,352.0000,-6.000000
grid,80.0000,352.0000,-1.814155
grid,96.0000,352.0000,0.210372
grid,112.0000,352.0000,0.462868
grid,128.0000,352.0000,0.795889
grid,144.0000,352.0000,0.766747
grid,160.0000,352.0000,-5.248194
grid,176.0000,352.0000,-6.000000
grid,192.0000,352.0000,-6.000000
grid,208.0000,352.0000,-6.000000
grid,224.0000,352.0000,-6.000000
grid,240.0000,352.0000,-6.000000
grid,256.0000,352.0000,-6.000000
grid,272.0000,352.0000,-6.000000
grid,288.0000,352.0000,-6.000000
grid,304.0000,352.0000,-6.000000
grid,320.0000,352.0000,-6.000000
grid,336.0000,352.0000,-3.492977
grid,352.0000,352.0000,7.795965
grid,368.0000,352.0000,10.173859
grid,384.0000,352.0000,9.866823
grid,400.0000,352.0000,9.153887
grid,416.0000,352.0000,8.596701
grid,432.0000,352.0000,-0.844955
grid,448.0000,352.0000,-6.000000
grid,464.0000,352.0000,-6.000000
grid,480.0000,352.0000,-6.000000
grid,496.0000,352.0000,-6.000000
grid,512.0000,352.0000,-6.000000
grid,0.0000,368.0000,-6.000000
grid,16.0000,368.0000,-6.000000
grid,32.0000,368.0000,-6.000000
grid,48.0000,368.0000,-6.000000
grid,64.0000,368.0000,-5.442228
grid,80.0000,368.0000,0.360194
grid,96.0000,368.0000,0.218467
grid,112.0000,368.0000,0.529435
grid,128.0000,368.0000,0.876645
grid,144.0000,368.0000,0.866699
grid,160.0000,368.0000,-0.323208
grid,176.0000,368.0000,-5.412007
grid,192.0000,368.0000,-6.000000
grid,208.0000,368.0000,-6.000000
grid,224.0000,368.0000,-6.000000
grid,240.0000,368.0000,-6.000000
grid,256.0000,368.0000,-6.000000
grid,272.0000,368.0000,-6.000000
grid,288.0000,368.0000,-6.000000
grid,304.0000,368.0000,-6.000000
grid,320.0000,368.0000,-2.453944
grid,336.0000,368.0000,6.423242
grid,352.0000,368.0000,8.074051
grid,368.0000,368.0000,11.884212
grid,384.0000,368.0000,12.355131
grid,400.0000,368.0000,13.239457
grid,416.0000,368.0000,12.600752
grid,432.0000,368.0000,6.819517
grid,448.0000,368.0000,-6.000000
grid,464.0000,368.0000,-6.000000
grid,480.0000,368.0000,-6.000000
grid,496.0000,368.0000,-6.000000
grid,512.0000,368.0000,-6.000000
grid,0.0000,384.0000,-6.000000
grid,16.0000,384.0000,-6.000000
grid,32.0000,384.0000,-6.000000
grid,48.0000,384.0000,-6.000000
grid,64.0000,384.0000,-3.731104
grid,80.0000,384.0000,-0.484040
grid,96.0000,384.0000,-0.634424
grid,112.0000,384.0000,0.590845
grid,128.0000,384.0000,1.159918
grid,144.0000,384.0000,1.159322
grid,160.0000,384.0000,0.818912
grid,176.0000,384.0000,0.071366
grid,192.0000,384.0000,-5.409142
grid,208.0000,384.0000,-6.000000
grid,224.0000,384.0000,-6.000000
grid,240.0000,384.0000,-6.000000
grid,256.0000,384.0000,-6.000000
grid,272.0000,384.0000,-6.000000
grid,288.0000,384.0000,-6.000000
grid,304.0000,384.0000,-6.000000
grid,320.0000,384.0000,3.370579
grid,336.0000,384.0000,6.244693
grid,352.0000,384.0000,7.011013
grid,368.0000,384.0000,8.771334
grid,384.0000,384.0000,10.483749
grid,400.0000,384.0000,13.648818
grid,416.0000,384.0000,13.297660
grid,432.0000,384.0000,7.583453
grid,448.0000,384.0000,-6.000000
grid,464.0000,384.0000,-6.000000
grid,480.0000,384.0000,-6.000000
grid,496.0000,384.0000,-6.000000
grid,512.0000,384.0000,-6.000000
grid,0.0000,400.0000,-6.000000
grid,16.0000,400.0000,-6.000000
grid,32.0000,400.0000,-6.000000
grid,48.0000,400.0000,-6.000000
grid,64.0000,400.0000,-1.107300
grid,80.0000,400.0000,-3.245583
grid,96.0000,400.0000,-3.395967
grid,112.0000,400.0000,0.087934
grid,128.0000,400.0000,1.205084
grid,144.0000,400.0000,1.227586
grid,160.0000,400.0000,0.887368
grid,176.0000,400.0000,0.648231
grid,192.0000,400.0000,-4.016238
grid,208.0000,400.0000,-6.000000
grid,224.0000,400.0000,-6.000000
grid,240.0000,400.0000,-6.000000
grid,256.0000,400.0000,-6.000000
grid,272.0000,400.0000,-6.000000
grid,288.0000,400.0000,-6.000000
grid,304.0000,400.0000,-6.000000
grid,320.0000,400.0000,6.536739
grid,336.0000,400.0000,6.444253
grid,352.0000,400.0000,6.768304
grid,368.0000,400.0000,7.309172
grid,384.0000,400.0000,8.179923
grid,400.0000,400.0000,9.637348
grid,416.0000,400.0000,9.426075
grid,432.0000,400.0000,5.762514
grid,448.0000,400.0000,-6.000000
grid,464.0000,400.0000,-6.000000
grid,480.0000,400.0000,-6.000000
grid,496.0000,400.0000,-6.000000
grid,512.0000,400.0000,-6.000000
grid,0.0000,416.0000,-6.000000
grid,16.0000,416.0000,-6.000000
grid,32.0000,416.0000,-6.000000
grid,48.0000,416.0000,-5.954832
grid,64.0000,416.0000,-0.837543
grid,80.0000,416.0000,-2.168120
grid,96.0000,416.0000,-2.318503
grid,112.0000,416.0000,0.099828
grid,128.0000,416.0000,0.958408
grid,144.0000,416.0000,0.970013
grid,160.0000,416.0000,0.629705
grid,176.0000,416.0000,-1.523274
grid,192.0000,416.0000,-5.764672
grid,208.0000,416.0000,-6.000000
grid,224.0000,416.0000,-6.000000
grid,240.0000,416.0000,-6.000000
grid,256.0000,416.0000,-6.000000
grid,272.0000,416.0000,-6.000000
grid,288.0000,416.0000,-6.000000
grid,304.0000,416.0000,-6.000000
grid,320.0000,416.0000,-5.936413
grid,336.0000,416.0000,3.766765
grid,352.0000,416.0000,6.868433
grid,368.0000,416.0000,7.296629
grid,384.0000,416.0000,7.392654
grid,400.0000,416.0000,7.335101
grid,416.0000,416.0000,7.134663
grid,432.0000,416.0000,-1.538110
grid,448.0000,416.0000,-6.000000
grid,464.0000,416.0000,-6.000000
grid,480.0000,416.0000,-6.000000
grid,496.0000,416.0000,-6.000000
grid,512.0000,416.0000,-6.000000
grid,0.0000,432.0000,-6.000000
grid,16.0000,432.0000,-6.000000
grid,32.0000,432.0000,-6.000000
grid,48.0000,432.0000,-6.000000
grid,64.0000,432.0000,-4.054998
grid,80.0000,432.0000,-1.371963
grid,96.0000,432.0000,-0.793012
grid,112.0000,432.0000,-0.133705
grid,128.0000,432.0000,0.679407
grid,144.0000,432.0000,-0.418504
grid,160.0000,432.0000,-3.953792
grid,176.0000,432.0000,-6.000000
grid,192.0000,432.0000,-6.000000
grid,208.0000,432.0000,-6.000000
grid,224.0000,432.0000,-6.000000
grid,240.0000,432.0000,-6.000000
grid,256.0000,432.0000,-6.000000
grid,272.0000,432.0000,-6.000000
grid,288.0000,432.0000,-6.000000
grid,304.0000,432.0000,-6.000000
grid,320.0000,432.0000,-6.000000
grid,336.0000,432.0000,-6.000000
grid,352.0000,432.0000,4.064504
grid,368.0000,432.0000,7.160850
grid,384.0000,432.0000,7.114314
grid,400.0000,432.0000,6.778862
grid,416.0000,432.0000,-1.817306
grid,432.0000,432.0000,-6.000000
grid,448.0000,432.0000,-6.000000
grid,464.0000,432.0000,-6.000000
grid,480.0000,432.0000,-6.000000
grid,496.0000,432.0000,-6.000000
grid,512.0000,432.0000,-6.000000
grid,0.0000,448.0000,-6.000000
grid,16.0000,448.0000,-6.000000
grid,32.0000,448.0000,-6.000000
grid,48.0000,448.0000,-6.000000
grid,64.0000,448.0000,-6.000000
grid,80.0000,448.0000,-6.000000
grid,96.0000,448.0000,-6.000000
grid,112.0000,448.0000,-6.000000
grid,128.0000,448.0000,-5.961809
grid,144.0000,448.0000,-6.000000
grid,160.0000,448.0000,-6.000000
grid,176.0000,448.0000,-6.000000
grid,192.0000,448.0000,-6.000000
grid,208.0000,448.0000,-6.000000
grid,224.0000,448.0000,-6.000000
grid,240.0000,448.0000,-6.000000
grid,256.0000,448.0000,-6.000000
grid,272.0000,448.0000,-6.000000
grid,288.0000,448.0000,-6.000000
grid,304.0000,448.0000,-6.000000
grid,320.0000,448.0000,-6.000000
grid,336.0000,448.0000,-6.000000
grid,352.0000,448.0000,-3.169417
grid,368.0000,448.0000,6.620382
grid,384.0000,448.0000,6.813503
grid,400.0000,448.0000,0.702341
grid,416.0000,448.0000,-6.000000
grid,432.0000,448.0000,-6.000000
grid,448.0000,448.0000,-6.000000
grid,464.0000,448.0000,-6.000000
grid,480.0000,448.0000,-6.000000
grid,496.0000,448.0000,-6.000000
grid,512.0000,448.0000,-6.000000
grid,0.0000,464.0000,-6.000000
grid,16.0000,464.0000,-6.000000
grid,32.0000,464.0000,-6.000000
grid,48.0000,464.0000,-6.000000
grid,64.0000,464.0000,-6.000000
grid,80.0000,464.0000,-6.000000
grid,96.0000,464.0000,-6.000000
grid,112.0000,464.0000,-6.000000
grid,128.0000,464.0000,-6.000000
grid,144.0000,464.0000,-6.000000
grid,160.0000,464.0000,-6.000000
grid,176.0000,464.0000,-6.000000
grid,192.0000,464.0000,-6.000000
grid,208.0000,464.0000,-6.000000
grid,224.0000,464.0000,-6.000000
grid,240.0000,464.0000,-6.000000
grid,256.0000,464.0000,-6.000000
grid,272.0000,464.0000,-6.000000
grid,288.0000,464.0000,-6.000000
grid,304.0000,464.0000,-6.000000
grid,320.0000,464.0000,-6.000000
grid,336.0000,464.0000,-6.000000
grid,352.0000,464.0000,-6.000000
grid,368.0000,464.0000,-2.909344
grid,384.0000,464.0000,-2.617232
grid,400.0000,464.0000,-6.000000
grid,416.0000,464.0000,-6.000000
grid,432.0000,464.0000,-6.000000
grid,448.0000,464.0000,-6.000000
grid,464.0000,464.0000,-6.000000
grid,480.0000,464.0000,-6.000000
grid,496.0000,464.0000,-6.000000
grid,512.0000,464.0000,-6.000000
grid,0.0000,480.0000,-6.000000
grid,16.0000,480.0000,-6.000000
grid,32.0000,480.0000,-6.000000
grid,48.0000,480.0000,-6.000000
grid,64.0000,480.0000,-6.000000
grid,80.0000,480.0000,-6.000000
grid,96.0000,480.0000,-6.000000
grid,112.0000,480.0000,-6.000000
grid,128.0000,480.0000,-6.000000
grid,144.0000,480.0000,-6.000000
grid,160.0000,480.0000,-6.000000
grid,176.0000,480.0000,-6.000000
grid,192.0000,480.0000,-6.000000
grid,208.0000,480.0000,-6.000000
grid,224.0000,480.0000,-6.000000
grid,240.0000,480.0000,-6.000000
grid,256.0000,480.0000,-6.000000
grid,272.0000,480.0000,-6.000000
grid,288.0000,480.0000,-6.000000
grid,304.0000,480.0000,-6.000000
grid,320.0000,480.0000,-6.000000
grid,336.0000,480.0000,-6.000000
grid,352.0000,480.0000,-6.000000
grid,368.0000,480.0000,-6.000000
grid,384.0000,480.0000,-6.000000
grid,400.0000,480.0000,-6.000000
grid,416.0000,480.0000,-6.000000
grid,432.0000,480.0000,-6.000000
grid,448.0000,480.0000,-6.000000
grid,464.0000,480.0000,-6.000000
grid,480.0000,480.0000,-6.000000
grid,496.0000,480.0000,-6.000000
grid,512.0000,480.0000,-6.000000
grid,0.0000,496.0000,-6.000000
grid,16.0000,496.0000,-6.000000
grid,32.0000,496.0000,-6.000000
grid,48.0000,496.0000,-6.000000
grid,64.0000,496.0000,-6.000000
grid,80.0000,496.0000,-6.000000
grid,96.0000,496.0000,-6.000000
grid,112.0000,496.0000,-6.000000
grid,128.0000,496.0000,-6.000000
grid,144.0000,496.0000,-6.000000
grid,160.0000,496.0000,-6.000000
grid,176.0000,496.0000,-6.000000
grid,192.0000,496.0000,-6.000000
grid,208.0000,496.0000,-6.000000
grid,224.0000,496.0000,-6.000000
grid,240.0000,496.0000,-6.000000
grid,256.0000,496.0000,-6.000000
grid,272.0000,496.0000,-6.000000
grid,288.0000,496.0000,-6.000000
grid,304.0000,496.0000,-6.000000
grid,320.0000,496.0000,-6.000000
grid,336.0000,496.0000,-6.000000
grid,352.0000,496.0000,-6.000000
grid,368.0000,496.0000,-6.000000
grid,384.0000,496.0000,-6.000000
grid,400.0000,496.0000,-6.000000
grid,416.0000,496.0000,-6.000000
grid,432.0000,496.0000,-6.000000
grid,448.0000,496.0000,-6.000000
grid,464.0000,496.0000,-6.000000
grid,480.0000,496.0000,-6.000000
grid,496.0000,496.0000,-6.000000
grid,512.0000,496.0000,-6.000000
grid,0.0000,512.0000,-6.000000
grid,16.0000,512.0000,-6.000000
grid,32.0000,512.0000,-6.000000
grid,48.0000,512.0000,-6.000000
grid,64.0000,512.0000,-6.000000
grid,80.0000,512.0000,-6.000000
grid,96.0000,512.0000,-6.000000
grid,112.0000,512.0000,-6.000000
grid,128.0000,512.0000,-6.000000
grid,144.0000,512.0000,-6.000000
grid,160.0000,512.0000,-6.000000
grid,176.0000,512.0000,-6.000000
grid,192.0000,512.0000,-6.000000
grid,208.0000,512.0000,-6.000000
grid,224.0000,512.0000,-6.000000
grid,240.0000,512.0000,-6.000000
grid,256.0000,512.0000,-6.000000
grid,272.0000,512.0000,-6.000000
grid,288.0000,512.0000,-6.000000
grid,304.0000,512.0000,-6.000000
grid,320.0000,512.0000,-6.000000
grid,336.0000,512.0000,-6.000000
grid,352.0000,512.0000,-6.000000
grid,368.0000,512.0000,-6.000000
grid,384.0000,512.0000,-6.000000
grid,400.0000,512.0000,-6.000000
grid,416.0000,512.0000,-6.000000
grid,432.0000,512.0000,-6.000000
grid,448.0000,512.0000,-6.000000
grid,464.0000,512.0000,-6.000000
grid,480.0000,512.0000,-6.000000
grid,496.0000,512.0000,-6.000000
grid,512.0000,512.0000,-6.000000
