name,x,z,base,overlay,blend
grid,208.0000,336.0000,0,0,0
grid,224.0000,336.0000,0,0,0
grid,240.0000,336.0000,0,0,0
grid,256.0000,336.0000,0,0,0
grid,272.0000,336.0000,0,0,0
grid,288.0000,336.0000,0,0,0
grid,304.0000,336.0000,0,0,0
grid,320.0000,336.0000,0,0,0
grid,336.0000,336.0000,0,0,0
grid,352.0000,336.0000,4,5,86
grid,368.0000,336.0000,4,5,49
grid,384.0000,336.0000,4,5,21
grid,400.0000,336.0000,4,5,38
grid,416.0000,336.0000,4,5,78
grid,432.0000,336.0000,0,0,0
grid,448.0000,336.0000,0,0,0
grid,464.0000,336.0000,0,0,0
grid,480.0000,336.0000,0,0,0
grid,496.0000,336.0000,0,0,0
grid,512.0000,336.0000,0,0,0
grid,0.0000,352.0000,0,0,0
grid,16.0000,352.0000,0,0,0
grid,32.0000,352.0000,0,0,0
grid,48.0000,352.0000,0,0,0
grid,64.0000,352.0000,0,0,0
grid,80.0000,352.0000,0,1,61
grid,96.0000,352.0000,0,1,255
grid,112.0000,352.0000,0,1,255
grid,128.0000,352.0000,0,1,255
grid,144.0000,352.0000,0,1,255
grid,160.0000,352.0000,0,1,0
grid,176.0000,352.0000,0,0,0
grid,192.0000,352.0000,0,0,0
grid,208.0000,352.0000,0,0,0
grid,224.0000,352.0000,0,0,0
grid,240.0000,352.0000,0,0,0
grid,256.0000,352.0000,0,0,0
grid,272.0000,352.0000,0,0,0
grid,288.0000,352.0000,0,0,0
grid,304.0000,352.0000,0,0,0
grid,320.0000,352.0000,0,0,0
grid,336.0000,352.0000,4,5,92
grid,352.0000,352.0000,4,5,69
grid,368.0000,352.0000,4,5,30
grid,384.0000,352.0000,4,5,24
grid,400.0000,352.0000,4,5,60
grid,416.0000,352.0000,4,5,90
grid,432.0000,352.0000,4,5,78
grid,448.0000,352.0000,0,0,0
grid,464.0000,352.0000,0,0,0
grid,480.0000,352.0000,0,0,0
grid,496.0000,352.0000,0,0,0
grid,512.0000,352.0000,0,0,0
grid,0.0000,368.0000,0,0,0
grid,16.0000,368.0000,0,0,0
grid,32.0000,368.0000,0,0,0
grid,48.0000,368.0000,0,0,0
grid,64.0000,368.0000,0,1,0
grid,80.0000,368.0000,0,1,255
grid,96.0000,368.0000,0,1,255
grid,112.0000,368.0000,0,1,255
grid,128.0000,368.0000,0,1,255
grid,144.0000,368.0000,0,1,255
grid,160.0000,368.0000,0,1,234
grid,176.0000,368.0000,0,1,0
grid,192.0000,368.0000,0,0,0
grid,208.0000,368.0000,0,0,0
grid,224.0000,368.0000,0,0,0
grid,240.0000,368.0000,0,0,0
grid,256.0000,368.0000,0,0,0
grid,272.0000,368.0000,0,0,0
grid,288.0000,368.0000,0,0,0
grid,304.0000,368.0000,0,0,0
grid,320.0000,368.0000,4,5,87
grid,336.0000,368.0000,4,5,85
grid,352.0000,368.0000,4,5,46
grid,368.0000,368.0000,4,5,21
grid,384.0000,368.0000,4,5,40
grid,400.0000,368.0000,4,5,80
grid,416.0000,368.0000,4,5,89
grid,432.0000,368.0000,4,5,56
grid,448.0000,368.0000,0,0,0
grid,464.0000,368.0000,0,0,0
grid,480.0000,368.0000,0,0,0
grid,496.0000,368.0000,0,0,0
grid,512.0000,368.0000,0,0,0
grid,0.0000,384.0000,0,0,0
grid,16.0000,384.0000,0,0,0
grid,32.0000,384.0000,0,0,0
grid,48.0000,384.0000,0,0,0
grid,64.0000,384.0000,0,1,0
grid,80.0000,384.0000,0,1,220
grid,96.0000,384.0000,0,1,205
grid,112.0000,384.0000,0,1,255
grid,128.0000,384.0000,0,1,255
grid,144.0000,384.0000,0,1,255
grid,160.0000,384.0000,0,1,255
grid,176.0000,384.0000,0,1,254
grid,192.0000,384.0000,0,1,0
grid,208.0000,384.0000,0,0,0
grid,224.0000,384.0000,0,0,0
grid,240.0000,384.0000,0,0,0
grid,256.0000,384.0000,0,0,0
grid,272.0000,384.0000,0,0,0
grid,288.0000,384.0000,0,0,0
grid,304.0000,384.0000,0,0,0
grid,320.0000,384.0000,4,5,92
grid,336.0000,384.0000,4,5,66
grid,352.0000,384.0000,4,5,28
grid,368.0000,384.0000,4,5,26
grid,384.0000,384.0000,4,5,62
grid,400.0000,384.0000,4,5,91
grid,416.0000,384.0000,4,5,75
grid,432.0000,384.0000,4,5,35
grid,448.0000,384.0000,0,0,0
grid,464.0000,384.0000,0,0,0
grid,480.0000,384.0000,0,0,0
grid,496.0000,384.0000,0,0,0
grid,512.0000,384.0000,0,0,0
grid,0.0000,400.0000,0,0,0
grid,16.0000,400.0000,0,0,0
grid,32.0000,400.0000,0,0,0
grid,48.0000,400.0000,0,0,0
grid,64.0000,400.0000,0,1,149
grid,80.0000,400.0000,0,1,0
grid,96.0000,400.0000,0,1,0
grid,112.0000,400.0000,0,1,254
grid,128.0000,400.0000,0,1,255
grid,144.0000,400.0000,0,1,255
grid,160.0000,400.0000,0,1,255
grid,176.0000,400.0000,0,1,255
grid,192.0000,400.0000,0,1,0
grid,208.0000,400.0000,0,0,0
grid,224.0000,400.0000,0,0,0
grid,240.0000,400.0000,0,0,0
grid,256.0000,400.0000,0,0,0
grid,272.0000,400.0000,0,0,0
grid,288.0000,400.0000,0,0,0
grid,304.0000,400.0000,0,0,0
grid,320.0000,400.0000,4,5,83
grid,336.0000,400.0000,4,5,44
grid,352.0000,400.0000,4,5,20
grid,368.0000,400.0000,4,5,43
grid,384.0000,400.0000,4,5,82
grid,400.0000,400.0000,4,5,88
grid,416.0000,400.0000,4,5,53
grid,432.0000,400.0000,4,5,22
grid,448.0000,400.0000,0,0,0
grid,464.0000,400.0000,0,0,0
grid,480.0000,400.0000,0,0,0
grid,496.0000,400.0000,0,0,0
grid,512.0000,400.0000,0,0,0
grid,0.0000,416.0000,0,0,0
grid,16.0000,416.0000,0,0,0
grid,32.0000,416.0000,0,0,0
grid,48.0000,416.0000,0,0,0
grid,64.0000,416.0000,0,1,183
grid,80.0000,416.0000,0,1,26
grid,96.0000,416.0000,0,1,15
grid,112.0000,416.0000,0,1,254
grid,128.0000,416.0000,0,1,255
grid,144.0000,416.0000,0,1,255
grid,160.0000,416.0000,0,1,255
grid,176.0000,416.0000,0,1,96
grid,192.0000,416.0000,0,0,0
grid,208.0000,416.0000,0,0,0
grid,224.0000,416.0000,0,0,0
grid,240.0000,416.0000,0,0,0
grid,256.0000,416.0000,0,0,0
grid,272.0000,416.0000,0,0,0
grid,288.0000,416.0000,0,0,0
grid,304.0000,416.0000,0,0,0
grid,320.0000,416.0000,0,0,0
grid,336.0000,416.0000,4,5,26
grid,352.0000,416.0000,4,5,27
grid,368.0000,416.0000,4,5,65
grid,384.0000,416.0000,4,5,92
grid,400.0000,416.0000,4,5,73
grid,416.0000,416.0000,4,5,33
grid,432.0000,416.0000,4,5,23
grid,448.0000,416.0000,0,0,0
grid,464.0000,416.0000,0,0,0
grid,480.0000,416.0000,0,0,0
grid,496.0000,416.0000,0,0,0
grid,512.0000,416.0000,0,0,0
grid,0.0000,432.0000,0,0,0
grid,16.0000,432.0000,0,0,0
grid,32.0000,432.0000,0,0,0
grid,48.0000,432.0000,0,0,0
grid,64.0000,432.0000,0,1,0
grid,80.0000,432.0000,0,1,115
grid,96.0000,432.0000,0,1,188
grid,112.0000,432.0000,0,1,246
grid,128.0000,432.0000,0,1,255
grid,144.0000,432.0000,0,1,226
grid,160.0000,432.0000,0,1,0
grid,176.0000,432.0000,0,0,0
grid,192.0000,432.0000,0,0,0
grid,208.0000,432.0000,0,0,0
grid,224.0000,432.0000,0,0,0
grid,240.0000,432.0000,0,0,0
grid,256.0000,432.0000,0,0,0
grid,272.0000,432.0000,0,0,0
grid,288.0000,432.0000,0,0,0
grid,304.0000,432.0000,0,0,0
grid,320.0000,432.0000,0,0,0
grid,336.0000,432.0000,0,0,0
grid,352.0000,432.0000,4,5,45
grid,368.0000,432.0000,4,5,84
grid,384.0000,432.0000,4,5,87
grid,400.0000,432.0000,4,5,51
grid,416.0000,432.0000,4,5,21
grid,432.0000,432.0000,0,0,0
grid,448.0000,432.0000,0,0,0
grid,464.0000,432.0000,0,0,0
grid,480.0000,432.0000,0,0,0
grid,496.0000,432.0000,0,0,0
grid,512.0000,432.0000,0,0,0
grid,0.0000,448.0000,0,0,0
grid,16.0000,448.0000,0,0,0
grid,32.0000,448.0000,0,0,0
grid,48.0000,448.0000,0,0,0
grid,64.0000,448.0000,0,0,0
grid,80.0000,448.0000,0,0,0
grid,96.0000,448.0000,0,0,0
grid,112.0000,448.0000,0,0,0
grid,128.0000,448.0000,0,0,0
grid,144.0000,448.0000,0,0,0
grid,160.0000,448.0000,0,0,0
grid,176.0000,448.0000,0,0,0
grid,192.0000,448.0000,0,0,0
grid,208.0000,448.0000,0,0,0
grid,224.0000,448.0000,0,0,0
grid,240.0000,448.0000,0,0,0
grid,256.0000,448.0000,0,0,0
grid,272.0000,448.0000,0,0,0
grid,288.0000,448.0000,0,0,0
grid,304.0000,448.0000,0,0,0
grid,320.0000,448.0000,0,0,0
grid,336.0000,448.0000,0,0,0
grid,352.0000,448.0000,4,5,68
grid,368.0000,448.0000,4,5,92
grid,384.0000,448.0000,4,5,70
grid,400.0000,448.0000,4,5,31
grid,416.0000,448.0000,0,0,0
grid,432.0000,448.0000,0,0,0
grid,448.0000,448.0000,0,0,0
grid,464.0000,448.0000,0,0,0
grid,480.0000,448.0000,0,0,0
grid,496.0000,448.0000,0,0,0
grid,512.0000,448.0000,0,0,0
grid,0.0000,464.0000,0,0,0
grid,16.0000,464.0000,0,0,0
grid,32.0000,464.0000,0,0,0
grid,48.0000,464.0000,0,0,0
grid,64.0000,464.0000,0,0,0
grid,80.0000,464.0000,0,0,0
grid,96.0000,464.0000,0,0,0
grid,112.0000,464.0000,0,0,0
grid,128.0000,464.0000,0,0,0
grid,144.0000,464.0000,0,0,0
grid,160.0000,464.0000,0,0,0
grid,176.0000,464.0000,0,0,0
grid,192.0000,464.0000,0,0,0
grid,208.0000,464.0000,0,0,0
grid,224.0000,464.0000,0,0,0
grid,240.0000,464.0000,0,0,0
grid,256.0000,464.0000,0,0,0
grid,272.0000,464.0000,0,0,0
grid,288.0000,464.0000,0,0,0
grid,304.0000,464.0000,0,0,0
grid,320.0000,464.0000,0,0,0
grid,336.0000,464.0000,0,0,0
grid,352.0000,464.0000,0,0,0
grid,368.0000,464.0000,4,5,85
grid,384.0000,464.0000,4,5,48
grid,400.0000,464.0000,0,0,0
grid,416.0000,464.0000,0,0,0
grid,432.0000,464.0000,0,0,0
grid,448.0000,464.0000,0,0,0
grid,464.0000,464.0000,0,0,0
grid,480.0000,464.0000,0,0,0
grid,496.0000,464.0000,0,0,0
grid,512.0000,464.0000,0,0,0
grid,0.0000,480.0000,0,0,0
grid,16.0000,480.0000,0,0,0
grid,32.0000,480.0000,0,0,0
grid,48.0000,480.0000,0,0,0
grid,64.0000,480.0000,0,0,0
grid,80.0000,480.0000,0,0,0
grid,96.0000,480.0000,0,0,0
grid,112.0000,480.0000,0,0,0
grid,128.0000,480.0000,0,0,0
grid,144.0000,480.0000,0,0,0
grid,160.0000,480.0000,0,0,0
grid,176.0000,480.0000,0,0,0
grid,192.0000,480.0000,0,0,0
grid,208.0000,480.0000,0,0,0
grid,224.0000,480.0000,0,0,0
grid,240.0000,480.0000,0,0,0
grid,256.0000,480.0000,0,0,0
grid,272.0000,480.0000,0,0,0
grid,288.0000,480.0000,0,0,0
grid,304.0000,480.0000,0,0,0
grid,320.0000,480.0000,0,0,0
grid,336.0000,480.0000,0,0,0
grid,352.0000,480.0000,0,0,0
grid,368.0000,480.0000,0,0,0
grid,384.0000,480.0000,0,0,0
grid,400.0000,480.0000,0,0,0
grid,416.0000,480.0000,0,0,0
grid,432.0000,480.0000,0,0,0
grid,448.0000,480.0000,0,0,0
grid,464.0000,480.0000,0,0,0
grid,480.0000,480.0000,0,0,0
grid,496.0000,480.0000,0,0,0
grid,512.0000,480.0000,0,0,0
grid,0.0000,496.0000,0,0,0
grid,16.0000,496.0000,0,0,0
grid,32.0000,496.0000,0,0,0
grid,48.0000,496.0000,0,0,0
grid,64.0000,496.0000,0,0,0
grid,80.0000,496.0000,0,0,0
grid,96.0000,496.0000,0,0,0
grid,112.0000,496.0000,0,0,0
grid,128.0000,496.0000,0,0,0
grid,144.0000,496.0000,0,0,0
grid,160.0000,496.0000,0,0,0
grid,176.0000,496.0000,0,0,0
grid,192.0000,496.0000,0,0,0
grid,208.0000,496.0000,0,0,0
grid,224.0000,496.0000,0,0,0
grid,240.0000,496.0000,0,0,0
grid,256.0000,496.0000,0,0,0
grid,272.0000,496.0000,0,0,0
grid,288.0000,496.0000,0,0,0
grid,304.0000,496.0000,0,0,0
grid,320.0000,496.0000,0,0,0
grid,336.0000,496.0000,0,0,0
grid,352.0000,496.0000,0,0,0
grid,368.0000,496.0000,0,0,0
grid,384.0000,496.0000,0,0,0
grid,400.0000,496.0000,0,0,0
grid,416.0000,496.0000,0,0,0
grid,432.0000,496.0000,0,0,0
grid,448.0000,496.0000,0,0,0
grid,464.0000,496.0000,0,0,0
grid,480.0000,496.0000,0,0,0
grid,496.0000,496.0000,0,0,0
grid,512.0000,496.0000,0,0,0
grid,0.0000,512.0000,0,0,0
grid,16.0000,512.0000,0,0,0
grid,32.0000,512.0000,0,0,0
grid,48.0000,512.0000,0,0,0
grid,64.0000,512.0000,0,0,0
grid,80.0000,512.0000,0,0,0
grid,96.0000,512.0000,0,0,0
grid,112.0000,512.0000,0,0,0
grid,128.0000,512.0000,0,0,0
grid,144.0000,512.0000,0,0,0
grid,160.0000,512.0000,0,0,0
grid,176.0000,512.0000,0,0,0
grid,192.0000,512.0000,0,0,0
grid,208.0000,512.0000,0,0,0
grid,224.0000,512.0000,0,0,0
grid,240.0000,512.0000,0,0,0
grid,256.0000,512.0000,0,0,0
grid,272.0000,512.0000,0,0,0
grid,288.0000,512.0000,0,0,0
grid,304.0000,512.0000,0,0,0
grid,320.0000,512.0000,0,0,0
grid,336.0000,512.0000,0,0,0
grid,352.0000,512.0000,0,0,0
grid,368.0000,512.0000,0,0,0
grid,384.0000,512.0000,0,0,0
grid,400.0000,512.0000,0,0,0
grid,416.0000,512.0000,0,0,0
grid,432.0000,512.0000,0,0,0
grid,448.0000,512.0000,0,0,0
grid,464.0000,512.0000,0,0,0
grid,480.0000,512.0000,0,0,0
grid,496.0000,512.0000,0,0,0
grid,512.0000,512.0000,0,0,0
